ID,target,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131
88,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.8380741,15.4474125,6.6008253,3.7983966,13.024278,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.9317827,8282,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,4.9733944,8.122387,13.375597,0.7414709,0,1.2371838,12.686492,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,4,12.538022,8.016547,2.1920614,7.198159,10,15.711299,1.2538562,1.5595562,110,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,3,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,5,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,0,2.15262,4.1812844,0,3.3653135,5,7,12.328875,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,16,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
90,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,2.625821,15.4474125,6.322968,3.7983966,12.83942,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.453489,9880,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,4.6072073,8.122387,13.375597,0.7414709,0,1.2371838,14.058317,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,6,12.538022,8.016547,4.5719323,7.198159,7,15.711299,1.2538562,1.5595562,17,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,12,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,2,2.15262,4.1812844,0,3.3653135,3,31,12.147841,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,61,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
91,1,0.9129657,5.8132205,2,2.6788735,6.4425015,2.207268,2.4988775,0.17826408,8.417392,2.6039395,15.72383,7.0539775,4.0360928,12.68089,2.2326415,5.4125404,1.8546885,1.2834824,0.28072748,15.807405,7.04914,12866,1.1476121e-7,4,0.12892453,1.1679386,2.4450421,9.529613,6.6980705,2,1,1.6285335,2.7187083,5.6946735,8.34455,12.849495,0.39497384,0,0.0953162,12.316766,6.3346796,12.983401,1.5812912,9.994615,10.960499,0.10096147,2,15.132814,7.9048896,2.4957814,8.278616,3,16.101807,0.1412243,1.9784662,85,3.737102,2.4339204,9.478917,1.0774647,12.835753,0,0.12514111,3.4439402,13.291848,0,8.057425,18.32599,9.7029705,10.82021,1,1,2.8071647,1,1,1.090323,6.339165,13.861386,1,2.852174,8.826409,13.228253,2.82638,2.2072687,2.4693384,1.0767158,5.964881,0.74472845,0.056803618,1.0953008,0,0.42009026,3.6042173,5.217296,0.5176098,5.3925524,4.7037706,7.4021363,0.84716666,17.555067,4.603885,1.4679147,7.8255467,2.8118558,0.06973629,8.222091,4,1.2887539,5.7882943e-7,1,4.1991916,8,36,12.788134,10.29703,1.7548554,7.5795515e-7,5.0987425,3.6468253,1.5859039,3.5754817,5.565218,3.8519065,0.009659899,40,1.9836855,2.405787,0.988248,1,2.175942,0.72607255
92,0,1.1374624,7.0345564,2,4.3146586,8.38843,3.5836637,3.0742202,3.8912091,6.7248907,0.76586527,15.441696,6.4105396,3.579312,9.842318,1.3600391,1.833334,5.107417,0.814192,0.1708923,17.871956,5.459671,11314,1.2349241e-7,4,4.745607,2.8985512,2.635046,4.8663683,8.880106,7,2,1.0144918,2.1080372,5.63258,8.642951,15.627441,0.39999998,4,0.77005315,10.565082,7.676769,13.623189,3.1802115,12.440463,7.7662787,4.046321,2,10.895348,8.537549,0.53260994,7.0624137,2,15.252225,4.00236,1.5019761,117,4.5498457,13.559028,10.823602,2.7858298,15.465668,0,4.7562304,8.248656,15.635339,2,9.942908,18.26389,9.500001,14.077575,4,4,1.4171091,1,3,3.2326858,8.326746,17.166668,1,0.9606988,8.425991,3.6218748,2.7140968,0.57970995,3.3610654,0.8695655,9.45823,1.247255,4.8688054,0.84394234,6,0.46019188,6.671507,3.9072351,0.5194844,6.7720675,9.885715,4.344302,1.4814823,6.2152786,6.9198823,5.1427145,5.7870092,2.1924903,2.2141109,14.053608,2,1.9979279,2.465745,1,3.3728585,5,36,13.442903,10.666667,3.4223535,8.33152,10.285715,3.2829792,1.0243063,3.1790116,5.764191,3.1782544,2.5937445,27,1.5172349,3.5243738,1.4678121,0,1.3714278,1.1666659
93,0,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.0503279,15.4474125,6.3380384,3.7983966,11.967825,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.4553733,5404,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,1.6977087,8.122387,13.375597,0.7414709,0,1.2371838,17.073294,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,6,12.538022,8.016547,1.3146507,7.198159,7,15.711299,1.2538562,1.5595562,92,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,1,9.287274,17.564117,9.449335,12.2699585,2,1,2.4333034,1,1,2.4050555,7.307366,13.334482,12,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,2,2.15262,4.1812844,0,3.3653135,5,17,6.5798535,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,75,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
94,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.3129102,15.4474125,6.562556,3.7983966,11.1676445,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,6.092298,12771,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,8.579814,8.122387,13.375597,0.7414709,0,1.2371838,6.4553933,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,5,12.538022,8.016547,1.2266155,7.198159,4,15.711299,1.2538562,1.5595562,116,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,2,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,10,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,2,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,3,2.15262,4.1812844,0,3.3653135,8,22,16.513222,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,40,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
95,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,5.2297587,15.4474125,7.9638963,3.7983966,12.399333,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,4.3703814,6740,1.0930884,2,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,1,1.6221507,2.161633,7.118855,8.122387,13.375597,0.7414709,0,1.2371838,12.707474,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,2,12.538022,8.016547,5.326095,7.198159,11,15.711299,1.2538562,1.5595562,41,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,4,3,2.4333034,1,3,2.4050555,7.307366,13.334482,1,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,1,3.3653135,10,36,13.620322,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,67,1.6726577,3.2395418,2.030373,2,1.9257636,1.7393892
96,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,0.7877467,15.4474125,6.3294625,3.7983966,11.887589,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.5649443,16025,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,3.7017965,8.122387,13.375597,0.7414709,0,1.2371838,13.640114,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,0.8025833,7.198159,11,15.711299,1.2538562,1.5595562,74,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,2,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,2,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,3,2.15262,4.1812844,0,3.3653135,13,25,10.722407,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,31,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
98,1,2.2391477,7.4468894,3,4.648736,8.446665,2.4958267,2.207846,6.072122,7.6010103,3.1728673,15.052324,8.02933,5.3770523,14.223557,2.3137574,5.7711434,5.4221683,2.0821266,0.2393237,18.285147,8.410102,8307,-2.8495745e-7,0,3.180825,2.2266276,2.2120209,10.243746,9.131886,7,3,1.884391,1.6777958,10.765275,8.388982,15.431813,1.0964073,0,0.6169306,4.871572,7.5041738,13.681136,2.4361658,12.081229,6.648602,3.9672294,3,10.690443,8.16778,0.9463726,6.414641,8,15.383912,2.0881774,1.1393993,45,3.5100164,15.179905,9.955206,2.0047302,14.775313,0,3.045556,8.550392,17.044842,2,9.970784,17.71894,9.054726,12.430466,1,0,2.6248775,1,1,3.4831457,8.343072,11.442787,9,1.4646465,8.3006735,3.5338817,1.4398996,1.4524214,2.7782562,1.5212853,10.009724,1.861435,2.9862018,0.6847241,2,0.70054686,6.7956643,3.929781,0.76300913,7.0242066,9.905481,6.844076,1.5456319,4.792939,6.3668327,2.4762838,5.6154838,3.6030798,3.6223457,13.917497,3,1.1558211,2.8262205,2,2.7545915,6,23,17.33534,10.945273,2.3948812,8.671361,11.00189,0.23405342,1.7107942,1.7629025,6.136364,2.4782054,7.409382,39,1.6141787,4.139712,1.5516878,0,1.5198486,2.885573
100,1,1.6306858,7.464411,2,4.1450977,6.354907,2.4364014,2.4839206,0.41638508,9.031859,1.2910292,15.4474125,6.3416333,3.7983966,12.378935,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.4415107,15028,1.0930884,4,0.3029047,1.8760304,2.743454,5.093328,8.206417,6,0,1.6221507,2.161633,2.727174,8.122387,16.934227,0.7414709,0,1.2371838,15.687721,7.1825514,12.924965,2.216597,10.795169,9.142231,0.37715435,2,12.538022,8.016547,1.7959068,7.198159,4,15.711299,0.42193198,1.5595562,17,4.077828,7.701653,10.587945,1.7142946,14.583035,1,0.4064816,6.3437138,15.847556,0,9.287274,17.564117,9.449335,11.285188,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,4,2.2097,10.786983,3.2589173,2.1738074,1.6079556,2.8222525,1.2201841,5.0408497,1.924184,0.1985321,0.96691257,2,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,6.219141,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,0.14149913,11.79136,3,1.1392984,0.6612822,1,3.3653135,8,36,8.907946,10.548051,2.2912173,4.747332,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.05774493,40,1.6726577,3.2395418,0.78956777,0,1.9257636,1.7393892
105,1,1.4886006,7.0360575,2,3.3513334,5.1513114,1.6629416,2.641931,0.21416257,10.830451,1.4660827,14.977444,6.500285,3.9142263,12.207714,2.6560416,7.478991,2.4840648,1.4877385,0.21542217,17.226675,7.391471,11927,2.1670904e-7,4,0.067381494,1.540754,3.0978985,9.563822,7.8542686,2,0,2.0987933,2.1278496,7.217169,7.55476,16.002378,0.60913616,0,0.26724586,8.764198,6.6785874,12.914617,1.8847125,10.108734,8.188252,0.0937068,8,14.258704,7.688869,1.7122741,6.852816,5,15.515082,0.069976486,1.3813149,122,4.206527,3.0783858,9.138981,1.3932348,13.520839,1,0.09244217,4.419879,15.619129,0,8.918194,18.099764,8.655462,11.059151,1,1,3.268589,1,1,1.495275,7.2239614,11.008404,2,3.0795844,7.335293,13.917105,1.7568166,2.3871253,2.934132,1.5020114,7.0246634,1.332142,0.039766014,0.9139454,6,0.47644305,4.518342,4.2327714,0.5463384,6.092981,5.7529607,8.547921,0.75398594,16.8076,5.1862283,2.3959718,5.96948,2.8164198,0.08909771,9.563005,2,1.4501481,0.7730258,0,3.6209202,9,36,15.203209,11.344538,1.9351166,2.2023134,6.362098,2.0007744,1.6532066,2.2848833,7.750866,3.1412914,-8.5411375e-7,64,1.7726201,3.3946133,1.0666895,0,1.6108294,1.5126051
108,1,1.6306858,7.464411,2,4.1450977,7.935613,2.4364014,2.4839206,1.6992029,9.031859,1.2910286,15.4474125,6.163177,3.7983966,12.015502,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.0525627,3779,1.0930884,4,1.4331112,1.8760304,2.743454,5.093328,8.206417,2,0,1.6221507,2.161633,5.933891,8.122387,15.873912,0.7414709,0,1.2371838,10.617177,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6431204,2,12.538022,8.016547,2.2918344,7.198159,2,15.711299,0.89718527,1.5595562,21,4.077828,7.701653,10.587945,1.7142946,14.583035,2,1.5414041,6.3437138,15.847556,0,9.287274,17.564117,9.449335,9.840628,1,2,2.4333034,1,1,2.4050555,7.307366,13.334482,1,2.2097,8.936559,3.511651,2.1738074,1.6079556,2.8222525,1.2201841,7.025871,1.924184,1.4893433,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,8.558944,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,0.8866992,11.79136,2,1.2916193,2.137685,1,3.3653135,18,3,14.081204,10.548051,2.2912173,7.607935,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.59010845,5,1.6726577,3.2395418,1.3321065,0,1.9257636,1.7393892
110,1,1.6940095,10.867931,2,3.4057264,6.77875,2.3502488,2.2968335,0.11547749,10.845071,1.8380747,15.314494,7.085502,3.6756315,13.591463,2.6069767,4.352942,2.787476,0.95271796,0.21763667,17.133656,8.23225,1200,4.901578e-7,3,0.04796093,1.440925,3.3193448,5.6018815,7.0736365,7,0,1.7626864,2.5944293,6.616562,6.56238,17.370613,0.7973425,0,0.09630562,10.088272,6.409768,11.880962,1.8778484,9.689179,7.3417487,0.07544029,6,13.529767,7.417016,0.8451318,7.524838,6,15.512405,0.024909053,1.991607,92,3.9145362,8.635015,7.463736,1.2730519,14.733683,2,0.07892734,4.974562,14.506173,0,8.3708515,18.041542,10.235294,9.0634985,4,2,2.924642,1,3,1.6688817,6.745517,14.235295,12,2.605633,8.037489,12.364274,2.7699354,1.6940097,3.433814,1.3277366,6.654711,0.76306844,0.04423834,0.86320597,6,0.49702233,4.521609,3.7176988,0.5974245,5.486456,6.0465126,10.07559,1.0352279,11.320475,6.429037,1.5259268,5.35494,2.3622003,0.04483718,10.633591,2,1.1211545,1.2101925e-9,0,3.8000753,19,28,13.940339,9.764706,1.9633217,-6.584392e-7,6.8438544,0.831311,1.8545986,3.7345688,8.169013,3.5085242,0.013558796,48,1.5004789,5.5370092,1.0070577,0,2.2591357,1.4117653
112,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,0.7877462,15.4474125,6.33052,3.7983966,12.959477,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,8.584786,2274,1.0930884,3,1.6981288,1.8760304,2.743454,5.093328,8.206417,2,0,1.6221507,2.161633,7.4113927,8.122387,13.375597,0.7414709,0,1.2371838,7.7744017,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,0.7996478,7.198159,4,15.711299,1.2538562,1.5595562,100,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,8,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,0,3.3653135,19,19,15.561969,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,89,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
115,1,-1.13920976e-7,7.3728676,2,5.4403734,5.8843307,2.8708134,2.6794257,0.009243835,11.333333,4.9671783,13.529412,7.892493,3.699589,15.531701,3.3244684,5,3.8906648,0.06643555,0.1525821,18.573872,9.078787,7594,8.2423895e-7,2,0.11083505,2.8070185,3.4449763,0.44472986,8.995215,2,1,2.4401925,1.5311002,8.989329,5.933014,12.51636,-6.947467e-8,0,1.3810614,9.485564,6.60287,12.631578,3.1372547,11.117373,6.526513,0.13020797,2,11.531341,7.0813403,4.9886293,8.951862,7,13.404255,0.06314764,0.28708038,85,4.880383,0.42553252,11.558548,2.8070178,16.973038,0,0.13926844,6.7478757,16.862514,2,9.760766,17.234043,2.4999995,10.93216,4,1,3.4722226,1,3,2.3682568,6.7942576,14.999999,1,1.3333334,9.623723,8.523058,1.7224876,1.1483244,1.4035085,2.1531107,6.340443,4.5933022,0.055042975,1.038374,0,0.5504692,4.394184,3.0405931,0.5971082,6.0287075,11.428571,9.798569,1.2280701,19.574469,8.381615,1.6731647,4.106572,3.1292515,0.0033869643,13.448575,4,1.7800955,1.5460534,1,4.019138,3,36,15.790735,17.5,3.4042547,4.0164237,11.428572,7.440664e-7,1.4893624,2.4324322,10,2.5467978,0.030381726,84,1.3514982,4.665072,1.2721963,1,1.1428572,3.8459214e-7
116,0,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,0.56892866,15.4474125,6.099074,3.7983966,9.125579,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,5.31007,17813,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,6.5258064,8.122387,13.375597,0.7414709,0,1.2371838,8.954491,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,9,12.538022,8.016547,0.9962587,7.198159,2,15.711299,1.2538562,1.5595562,100,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,1,1,2.4333034,1,1,2.4050555,7.307366,13.334482,7,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,2,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,3,2.15262,4.1812844,0,3.3653135,17,17,14.828414,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,73,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
117,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.0284462,15.4474125,6.3087697,3.7983966,10.810337,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,6.2003274,9965,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,7.35136,8.122387,13.375597,0.7414709,0,1.2371838,8.111568,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,2,12.538022,8.016547,1.3513309,7.198159,3,15.711299,1.2538562,1.5595562,46,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,2,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,1,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,2,2.15262,4.1812844,1,3.3653135,14,36,15.51937,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,81,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
121,1,1.4410905,9.254693,2,5.0364385,9.071958,2.6874387,2.5900688,0.0418306,9.615385,1.2910284,15.559846,6.082927,2.58423,11.756788,1.652748,6.1538463,4.455485,0.3187501,0.15954182,18.674694,6.9129972,4165,5.7770865e-7,2,0.18925026,2.3206744,2.7263877,2.1937141,9.32814,7,0,1.4605657,1.5189873,6.6930137,8.880233,10.20821,0.60150445,0,1.3432937,9.416829,7.8481,12.989288,2.5096524,11.205966,10.435701,0.14218152,2,11.127972,8.373905,2.5148563,6.032894,5,15.866387,0.06865908,1.0516075,6,4.849076,0.44345886,12.734055,2.1778634,16.301504,1,0.1506704,7.5408096,17.54573,0,10.087635,17.960089,9.230769,14.815197,1,1,2.0109396,1,1,2.7387588,8.081792,11.794872,4,2.3076918,6.1295295,8.406304,1.3437198,1.4021423,1.5894043,1.1100295,13.618963,2.68744,0.09651196,1.0291835,0,0.5975475,6.1984725,3.0732577,0.64496315,7.4001946,9.172933,6.5353446,1.4995137,19.467848,9.355469,2.329045,3.8344302,2.2076406,0.037327077,13.967778,4,2.8499675,7.25329,1,2.4537487,15,36,15.027808,10.76923,2.5469732,8.816723,9.774435,-9.09741e-7,0.7982256,1.604651,7.307691,2.0552075,0.0067488477,79,1.5021268,2.300389,2.8204002,0,1.1729325,2.0512826
122,1,0.88601524,8.78092,2,3.9518116,9.802564,2.4904206,2.040229,0.2778727,9.056603,6.542669,15.543672,10.047384,4.6839623,12.781246,2.4332366,5.348837,5.1077595,0.57601273,0.23266885,18.51488,7.1184163,5989,7.994259e-7,2,0.2845494,1.8614305,1.7432953,4.462262,9.923371,2,1,2.0689657,1.6475104,7.0924125,8.505747,14.10353,0.46948403,0,0.026548,14.070617,8.352491,14.08046,1.8894821,13.78606,9.635826,0.21580534,2,10.40434,8.9846735,2.215539,5.4826775,0,15.733592,0.32732433,1.063219,5,4.655172,6.7730064,13.266868,1.7560657,16.746218,0,0.28954664,8.486565,17.232273,1,10.747127,19.042944,8.604651,15.818199,4,2,2.6737964,1,3,3.1711524,9.21456,13.488372,14,1.4465408,6.4954076,3.4901106,1.6666667,1.3218398,3.4508352,1.7385061,13.697998,1.5325674,0.26982307,1.2043467,2,0.840756,6.871177,3.5304666,0.9057928,7.806514,9.389671,4.333348,1.1941252,13.202455,8.082738,3.857486,4.545735,3.3201828,0.21456715,15.053705,3,2.4061842,5.077029,1,2.8160927,5,36,11.001803,11.3953495,1.930502,11.852441,9.953051,0.02681169,0.93251467,1.8550097,7.6100636,2.3590925,0.08221901,16,1.6649755,1.7061788,2.2214322,2,1.6150225,1.1627916
124,0,2.4957836,9.306134,2,6.5724745,10.29247,3.0016863,2.6644185,0.5110625,10.235293,0.787746,14.225232,6.4894395,4.4403152,11.18582,2.936507,3.9999998,8.302883,0.9244468,0.166746,18.68083,6.8177695,2930,-6.7527213e-7,3,0.9206914,2.5815058,3.204047,5.0694885,8.853288,6,0,2.2006755,2.1922438,3.4428058,6.593591,12.083551,1.0126588,0,0.6285878,14.049634,7.08263,13.077571,2.828112,14.629188,6.058662,0.7348608,8,8.936252,7.554806,0.35800648,4.3722596,1,14.304762,0.6724624,1.593591,112,4.317033,11.253821,10.408986,2.3496354,14.692871,1,0.8032908,11.913634,16.584291,1,9.957841,17.538227,9.6923065,12.543536,4,1,3.0694323,1,3,5.6241374,7.4114676,13.692307,2,1.5294125,4.8419523,2.5876215,2.251264,1.3153448,2.9253721,1.8718387,14.949711,3.1197307,1.0008465,0.7916025,2,0.54384804,8.601768,3.3042305,0.6150594,6.332209,9.620254,8.122887,1.8549739,8.256881,9.2833,5.1253753,4.427161,3.1248538,0.56241125,16.065802,3,3.319248,10.7227125,0,3.440135,5,25,10.029553,10.461538,2.895238,15.579849,10.569619,0.017631035,1.880734,2.9799104,8.705882,2.5106373,0.75756085,74,1.4839492,4.584738,3.4532242,0,1.6455694,2.4615393
